node,degree,strength,centrality
delta_RMIDTEMP,6,3.4028534811775932,1.0
delta_LMIDTEMP,5,2.7931422256155622,0.8333333333333333
delta_LENTORHIN,5,2.7741170972632254,0.8333333333333333
delta_RENTORHIN,5,2.7339762372324183,0.8333333333333333
delta_RHIPPOC,5,2.658009299712906,0.8333333333333333
delta_LHIPPOC,4,2.029762912331771,0.6666666666666666
delta_VENTRICLES,2,1.0219766263084702,0.3333333333333333
